,Consequent,Antecedent,Supp,Conf,Lift,Consequent_
1328,N_P,"('2_NP', 'Y_L', '3_T', 'standard_H')",0.1,0.992,1.014, Promotion_Last_5_Years:N 
1812,N_P,"('2_NP', 'medium_SL', 'low_S', 'standard_H')",0.071,0.993,1.014, Promotion_Last_5_Years:N 
1828,N_P,"('2_NP', 'medium_SL', 'low_S')",0.075,0.993,1.014, Promotion_Last_5_Years:N 
1866,N_P,"('2_NP', '3_T', 'low_S', 'standard_H')",0.068,0.992,1.014, Promotion_Last_5_Years:N 
1880,N_P,"('2_NP', '3_T', 'low_S')",0.072,0.993,1.014, Promotion_Last_5_Years:N 
1924,N_P,"('2_NP', 'low_S', 'N_WA')",0.081,0.993,1.014, Promotion_Last_5_Years:N 
5525,N_P,"('medium_SL', 'low_S', 'N_WA')",0.16,0.993,1.014, Promotion_Last_5_Years:N 
2039,N_P,"('4_T', 'low_S', 'N_L')",0.05,0.992,1.014, Promotion_Last_5_Years:N 
5379,N_P,"('medium_SL', '3_T', 'low_S', 'standard_H')",0.09,0.993,1.014, Promotion_Last_5_Years:N 
2519,N_P,"('2_T', 'low_S', 'standard_H')",0.052,0.992,1.014, Promotion_Last_5_Years:N 
2514,N_P,"('2_T', 'low_S', 'standard_H', 'N_L')",0.05,0.992,1.014, Promotion_Last_5_Years:N 
5275,N_P,"('very good_LE', 'low_S', 'intensive_H', 'N_WA')",0.079,0.993,1.014, Promotion_Last_5_Years:N 
5115,N_P,"('very good_LE', 'high_SL', 'low_S', 'intensive_H', 'N_WA')",0.079,0.993,1.014, Promotion_Last_5_Years:N 
1394,N_P,"('2_NP', 'Y_L', 'standard_H')",0.102,0.992,1.014, Promotion_Last_5_Years:N 
1569,N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA')",0.089,0.993,1.014, Promotion_Last_5_Years:N 
3644,N_P,"('good_LE', 'low_S', 'N_L')",0.108,0.993,1.014, Promotion_Last_5_Years:N 
1162,N_P,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'standard_H')",0.1,0.992,1.014, Promotion_Last_5_Years:N 
1266,N_P,"('2_NP', 'Y_L', 'medium_SL')",0.102,0.992,1.014, Promotion_Last_5_Years:N 
482,N_P,"('2_D', 'high_SL', 'N_WA')",0.061,0.992,1.014, Promotion_Last_5_Years:N 
3541,N_P,"('good_LE', 'high_SL', 'low_S', 'N_L')",0.061,0.992,1.014, Promotion_Last_5_Years:N 
1248,N_P,"('2_NP', 'Y_L', 'medium_SL', 'standard_H')",0.101,0.992,1.014, Promotion_Last_5_Years:N 
5765,N_P,"('3_T', 'low_S', 'N_WA')",0.184,0.992,1.014, Promotion_Last_5_Years:N 
3636,N_P,"('good_LE', 'low_S', 'intensive_H')",0.063,0.993,1.014, Promotion_Last_5_Years:N 
1184,N_P,"('2_NP', 'Y_L', 'medium_SL', '3_T')",0.1,0.992,1.014, Promotion_Last_5_Years:N 
485,N_P,"('2_D', 'high_SL')",0.073,0.992,1.013, Promotion_Last_5_Years:N 
1847,N_P,"('2_NP', 'medium_SL', 'N_WA')",0.12,0.992,1.013, Promotion_Last_5_Years:N 
1833,N_P,"('2_NP', 'medium_SL', 'standard_H', 'N_WA')",0.113,0.991,1.013, Promotion_Last_5_Years:N 
1286,N_P,"('2_NP', 'Y_L', '3_T', 'low_S', 'standard_H')",0.061,0.991,1.013, Promotion_Last_5_Years:N 
1902,N_P,"('2_NP', '3_T')",0.123,0.992,1.013, Promotion_Last_5_Years:N 
514,N_P,"('2_D', 'intensive_H')",0.074,0.992,1.013, Promotion_Last_5_Years:N 
525,N_P,"('2_D', 'N_WA')",0.125,0.992,1.013, Promotion_Last_5_Years:N 
1794,N_P,"('2_NP', 'medium_SL', '3_T')",0.111,0.992,1.013, Promotion_Last_5_Years:N 
1776,N_P,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.108,0.991,1.013, Promotion_Last_5_Years:N 
1308,N_P,"('2_NP', 'Y_L', '3_T', 'low_S')",0.062,0.991,1.013, Promotion_Last_5_Years:N 
1892,N_P,"('2_NP', '3_T', 'standard_H')",0.114,0.992,1.013, Promotion_Last_5_Years:N 
5750,N_P,"('3_T', 'low_S', 'intensive_H', 'N_L')",0.07,0.991,1.013, Promotion_Last_5_Years:N 
1912,N_P,"('2_NP', 'low_S', 'standard_H', 'N_WA')",0.072,0.992,1.013, Promotion_Last_5_Years:N 
1929,N_P,"('2_NP', 'low_S')",0.089,0.991,1.013, Promotion_Last_5_Years:N 
528,N_P,"('2_D',)",0.147,0.991,1.013, Promotion_Last_5_Years:N 
5950,N_P,"('high_SL', 'low_S', 'intensive_H', 'N_L')",0.096,0.992,1.013, Promotion_Last_5_Years:N 
5756,N_P,"('3_T', 'low_S', 'intensive_H')",0.072,0.992,1.013, Promotion_Last_5_Years:N 
5517,N_P,"('medium_SL', 'low_S', 'N_L', 'N_WA')",0.096,0.991,1.013, Promotion_Last_5_Years:N 
2058,N_P,"('4_T', 'intensive_H', 'N_WA')",0.098,0.992,1.013, Promotion_Last_5_Years:N 
40,N_P,"('6_NP', 'intensive_H', 'N_WA')",0.054,0.992,1.013, Promotion_Last_5_Years:N 
5497,N_P,"('medium_SL', 'low_S', 'standard_H', 'N_WA')",0.114,0.992,1.013, Promotion_Last_5_Years:N 
401,N_P,"('low_SL', 'intensive_H')",0.096,0.991,1.013, Promotion_Last_5_Years:N 
5981,N_P,"('high_SL', 'low_S', 'N_WA')",0.192,0.991,1.013, Promotion_Last_5_Years:N 
2136,N_P,"('1_D', 'low_S')",0.091,0.991,1.013, Promotion_Last_5_Years:N 
349,N_P,"('low_SL', 'insufficient_LE', 'intensive_H')",0.096,0.991,1.013, Promotion_Last_5_Years:N 
3913,N_P,"('3_NP', 'high_SL', 'low_S', 'N_L', 'N_WA')",0.054,0.991,1.013, Promotion_Last_5_Years:N 
5941,N_P,"('high_SL', 'low_S', 'intensive_H', 'N_L', 'N_WA')",0.078,0.992,1.013, Promotion_Last_5_Years:N 
2935,N_P,"('Y_L', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.062,0.991,1.013, Promotion_Last_5_Years:N 
1734,N_P,"('2_NP', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.065,0.992,1.013, Promotion_Last_5_Years:N 
120,N_P,"('5_T', 'N_WA')",0.086,0.992,1.013, Promotion_Last_5_Years:N 
1364,N_P,"('2_NP', 'Y_L', 'low_S', 'standard_H')",0.062,0.992,1.013, Promotion_Last_5_Years:N 
1380,N_P,"('2_NP', 'Y_L', 'low_S')",0.064,0.992,1.013, Promotion_Last_5_Years:N 
4702,N_P,"('4_NP', 'low_S', 'intensive_H')",0.076,0.991,1.013, Promotion_Last_5_Years:N 
1228,N_P,"('2_NP', 'Y_L', 'medium_SL', 'low_S')",0.063,0.992,1.013, Promotion_Last_5_Years:N 
1206,N_P,"('2_NP', 'Y_L', 'medium_SL', 'low_S', 'standard_H')",0.062,0.991,1.013, Promotion_Last_5_Years:N 
4685,N_P,"('4_NP', 'low_S', 'standard_H', 'N_L')",0.06,0.991,1.013, Promotion_Last_5_Years:N 
3098,N_P,"('Y_L', 'low_S', 'standard_H', 'N_WA')",0.065,0.992,1.013, Promotion_Last_5_Years:N 
4178,N_P,"('0_D', '3_T', 'low_S', 'N_WA')",0.053,0.991,1.013, Promotion_Last_5_Years:N 
3066,N_P,"('Y_L', '3_T', 'standard_H', 'N_WA')",0.097,0.992,1.013, Promotion_Last_5_Years:N 
3058,N_P,"('Y_L', '3_T', 'low_S', 'N_WA')",0.062,0.991,1.013, Promotion_Last_5_Years:N 
3363,N_P,"('insufficient_LE', 'intensive_H')",0.106,0.992,1.013, Promotion_Last_5_Years:N 
1138,N_P,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'low_S')",0.062,0.991,1.013, Promotion_Last_5_Years:N 
3042,N_P,"('Y_L', '3_T', 'low_S', 'standard_H', 'N_WA')",0.06,0.991,1.013, Promotion_Last_5_Years:N 
1706,N_P,"('2_NP', 'insufficient_LE', 'standard_H')",0.096,0.992,1.013, Promotion_Last_5_Years:N 
4242,N_P,"('0_D', 'high_SL', 'low_S')",0.065,0.992,1.013, Promotion_Last_5_Years:N 
1560,N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H')",0.092,0.991,1.013, Promotion_Last_5_Years:N 
3925,N_P,"('3_NP', 'high_SL', 'low_S', 'N_WA')",0.056,0.992,1.013, Promotion_Last_5_Years:N 
1578,N_P,"('2_NP', 'insufficient_LE', 'medium_SL')",0.094,0.992,1.013, Promotion_Last_5_Years:N 
3011,N_P,"('Y_L', 'medium_SL', 'low_S', 'standard_H')",0.063,0.992,1.013, Promotion_Last_5_Years:N 
109,N_P,"('5_T', 'low_S')",0.053,0.991,1.013, Promotion_Last_5_Years:N 
1112,N_P,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.061,0.991,1.013, Promotion_Last_5_Years:N 
2957,N_P,"('Y_L', 'medium_SL', '3_T', 'low_S')",0.063,0.992,1.013, Promotion_Last_5_Years:N 
3628,N_P,"('good_LE', 'low_S', 'intensive_H', 'N_L')",0.053,0.991,1.013, Promotion_Last_5_Years:N 
4315,N_P,"('0_D', 'low_S', 'N_WA')",0.121,0.992,1.013, Promotion_Last_5_Years:N 
5729,N_P,"('3_T', 'low_S', 'standard_H', 'N_WA')",0.123,0.99,1.012, Promotion_Last_5_Years:N 
4710,N_P,"('4_NP', 'low_S', 'N_L')",0.121,0.99,1.012, Promotion_Last_5_Years:N 
5154,N_P,"('very good_LE', 'high_SL', 'low_S')",0.156,0.99,1.012, Promotion_Last_5_Years:N 
5270,N_P,"('very good_LE', 'low_S', 'intensive_H', 'N_L')",0.066,0.991,1.012, Promotion_Last_5_Years:N 
5294,N_P,"('very good_LE', 'low_S')",0.156,0.99,1.012, Promotion_Last_5_Years:N 
5398,N_P,"('medium_SL', '3_T', 'low_S')",0.114,0.991,1.012, Promotion_Last_5_Years:N 
5762,N_P,"('3_T', 'low_S', 'N_L')",0.147,0.991,1.012, Promotion_Last_5_Years:N 
5976,N_P,"('high_SL', 'low_S', 'N_L')",0.189,0.991,1.012, Promotion_Last_5_Years:N 
5641,N_P,"('3_T', 'high_SL', 'low_S', 'N_L', 'N_WA')",0.074,0.99,1.012, Promotion_Last_5_Years:N 
5969,N_P,"('high_SL', 'low_S', 'N_L', 'N_WA')",0.155,0.991,1.012, Promotion_Last_5_Years:N 
5506,N_P,"('medium_SL', 'low_S', 'standard_H')",0.128,0.99,1.012, Promotion_Last_5_Years:N 
5648,N_P,"('3_T', 'high_SL', 'low_S', 'N_L')",0.088,0.99,1.012, Promotion_Last_5_Years:N 
5106,N_P,"('very good_LE', 'high_SL', 'low_S', 'intensive_H', 'N_L')",0.066,0.991,1.012, Promotion_Last_5_Years:N 
6070,N_P,"('low_S', 'intensive_H', 'N_L')",0.165,0.99,1.012, Promotion_Last_5_Years:N 
3129,N_P,"('Y_L', 'standard_H')",0.109,0.991,1.012, Promotion_Last_5_Years:N 
3930,N_P,"('3_NP', 'high_SL', 'low_S')",0.067,0.99,1.012, Promotion_Last_5_Years:N 
2128,N_P,"('1_D', 'low_S', 'N_L')",0.066,0.991,1.012, Promotion_Last_5_Years:N 
517,N_P,"('2_D', 'N_L', 'N_WA')",0.09,0.99,1.012, Promotion_Last_5_Years:N 
505,N_P,"('2_D', 'standard_H')",0.073,0.99,1.012, Promotion_Last_5_Years:N 
497,N_P,"('2_D', 'standard_H', 'N_L')",0.056,0.991,1.012, Promotion_Last_5_Years:N 
2163,N_P,"('1_D', 'intensive_H', 'N_WA')",0.079,0.99,1.012, Promotion_Last_5_Years:N 
4139,N_P,"('0_D', 'medium_SL', '3_T', 'N_WA')",0.055,0.99,1.012, Promotion_Last_5_Years:N 
3920,N_P,"('3_NP', 'high_SL', 'low_S', 'N_L')",0.066,0.99,1.012, Promotion_Last_5_Years:N 
3081,N_P,"('Y_L', '3_T')",0.105,0.991,1.012, Promotion_Last_5_Years:N 
486,N_P,"('2_D', 'low_S', 'N_L')",0.05,0.991,1.012, Promotion_Last_5_Years:N 
3073,N_P,"('Y_L', '3_T', 'standard_H')",0.101,0.99,1.012, Promotion_Last_5_Years:N 
3426,N_P,"('good_LE', 'medium_SL', 'standard_H')",0.053,0.99,1.012, Promotion_Last_5_Years:N 
452,N_P,"('2_D', 'very good_LE', 'high_SL')",0.05,0.991,1.012, Promotion_Last_5_Years:N 
4312,N_P,"('0_D', 'low_S', 'N_L')",0.093,0.99,1.012, Promotion_Last_5_Years:N 
4320,N_P,"('0_D', 'low_S')",0.139,0.99,1.012, Promotion_Last_5_Years:N 
457,N_P,"('2_D', 'very good_LE')",0.05,0.991,1.012, Promotion_Last_5_Years:N 
2151,N_P,"('1_D', 'standard_H', 'N_WA')",0.075,0.99,1.012, Promotion_Last_5_Years:N 
459,N_P,"('2_D', '3_T', 'N_WA')",0.055,0.99,1.012, Promotion_Last_5_Years:N 
2154,N_P,"('1_D', 'standard_H')",0.088,0.99,1.012, Promotion_Last_5_Years:N 
2179,N_P,"('1_D', 'N_WA')",0.154,0.99,1.012, Promotion_Last_5_Years:N 
2346,N_P,"('2_T', 'good_LE', 'N_WA')",0.06,0.99,1.012, Promotion_Last_5_Years:N 
477,N_P,"('2_D', 'high_SL', 'N_L')",0.063,0.991,1.012, Promotion_Last_5_Years:N 
101,N_P,"('5_T', 'high_SL', 'N_WA')",0.054,0.99,1.012, Promotion_Last_5_Years:N 
470,N_P,"('2_D', 'high_SL', 'N_L', 'N_WA')",0.051,0.991,1.012, Promotion_Last_5_Years:N 
522,N_P,"('2_D', 'N_L')",0.11,0.99,1.011, Promotion_Last_5_Years:N 
2182,N_P,"('1_D',)",0.179,0.99,1.011, Promotion_Last_5_Years:N 
5140,N_P,"('very good_LE', 'high_SL', 'low_S', 'N_L')",0.127,0.99,1.011, Promotion_Last_5_Years:N 
3421,N_P,"('good_LE', 'medium_SL', 'standard_H', 'N_L')",0.052,0.99,1.011, Promotion_Last_5_Years:N 
5439,N_P,"('medium_SL', '3_T', 'N_WA')",0.191,0.99,1.011, Promotion_Last_5_Years:N 
506,N_P,"('2_D', 'intensive_H', 'N_L')",0.054,0.989,1.011, Promotion_Last_5_Years:N 
5932,N_P,"('high_SL', 'low_S', 'standard_H', 'N_L')",0.093,0.989,1.011, Promotion_Last_5_Years:N 
5925,N_P,"('high_SL', 'low_S', 'standard_H', 'N_L', 'N_WA')",0.077,0.99,1.011, Promotion_Last_5_Years:N 
502,N_P,"('2_D', 'standard_H', 'N_WA')",0.061,0.989,1.011, Promotion_Last_5_Years:N 
3820,N_P,"('3_NP', '3_T', 'low_S')",0.051,0.99,1.011, Promotion_Last_5_Years:N 
3817,N_P,"('3_NP', '3_T', 'low_S', 'N_L')",0.051,0.99,1.011, Promotion_Last_5_Years:N 
5147,N_P,"('very good_LE', 'high_SL', 'low_S', 'N_WA')",0.132,0.989,1.011, Promotion_Last_5_Years:N 
2349,N_P,"('2_T', 'good_LE')",0.073,0.989,1.011, Promotion_Last_5_Years:N 
5717,N_P,"('3_T', 'low_S', 'standard_H', 'N_L', 'N_WA')",0.064,0.99,1.011, Promotion_Last_5_Years:N 
458,N_P,"('2_D', 'medium_SL')",0.055,0.989,1.011, Promotion_Last_5_Years:N 
5724,N_P,"('3_T', 'low_S', 'standard_H', 'N_L')",0.077,0.99,1.011, Promotion_Last_5_Years:N 
462,N_P,"('2_D', '3_T')",0.064,0.99,1.011, Promotion_Last_5_Years:N 
5738,N_P,"('3_T', 'low_S', 'standard_H')",0.139,0.989,1.011, Promotion_Last_5_Years:N 
2168,N_P,"('1_D', 'intensive_H')",0.091,0.989,1.011, Promotion_Last_5_Years:N 
1932,N_P,"('2_NP', 'standard_H', 'N_WA')",0.125,0.99,1.011, Promotion_Last_5_Years:N 
1941,N_P,"('2_NP', 'N_WA')",0.143,0.99,1.011, Promotion_Last_5_Years:N 
3217,N_P,"('insufficient_LE', 'medium_SL', '3_T')",0.098,0.989,1.011, Promotion_Last_5_Years:N 
7,N_P,"('6_NP', 'low_SL', 'insufficient_LE', 'N_WA')",0.051,0.99,1.011, Promotion_Last_5_Years:N 
6052,N_P,"('low_S', 'standard_H', 'N_L')",0.175,0.989,1.011, Promotion_Last_5_Years:N 
2463,N_P,"('2_T', 'high_SL', 'standard_H')",0.057,0.99,1.011, Promotion_Last_5_Years:N 
5388,N_P,"('medium_SL', '3_T', 'low_S', 'N_L')",0.051,0.99,1.011, Promotion_Last_5_Years:N 
2458,N_P,"('2_T', 'high_SL', 'standard_H', 'N_L')",0.057,0.99,1.011, Promotion_Last_5_Years:N 
1919,N_P,"('2_NP', 'low_S', 'standard_H')",0.077,0.99,1.011, Promotion_Last_5_Years:N 
6045,N_P,"('low_S', 'standard_H', 'N_L', 'N_WA')",0.144,0.989,1.011, Promotion_Last_5_Years:N 
19,N_P,"('6_NP', 'low_SL', 'N_WA')",0.051,0.99,1.011, Promotion_Last_5_Years:N 
4307,N_P,"('0_D', 'low_S', 'N_L', 'N_WA')",0.077,0.99,1.011, Promotion_Last_5_Years:N 
4590,N_P,"('4_NP', 'high_SL', 'low_S', 'N_L', 'N_WA')",0.058,0.99,1.011, Promotion_Last_5_Years:N 
4597,N_P,"('4_NP', 'high_SL', 'low_S', 'N_L')",0.071,0.99,1.011, Promotion_Last_5_Years:N 
4607,N_P,"('4_NP', 'high_SL', 'low_S')",0.085,0.989,1.011, Promotion_Last_5_Years:N 
4233,N_P,"('0_D', 'high_SL', 'low_S', 'N_L')",0.052,0.99,1.011, Promotion_Last_5_Years:N 
3103,N_P,"('Y_L', 'low_S', 'standard_H')",0.068,0.989,1.011, Promotion_Last_5_Years:N 
2343,N_P,"('2_T', 'good_LE', 'N_L')",0.073,0.989,1.011, Promotion_Last_5_Years:N 
3298,N_P,"('insufficient_LE', '3_T', 'standard_H')",0.104,0.99,1.011, Promotion_Last_5_Years:N 
2338,N_P,"('2_T', 'good_LE', 'N_L', 'N_WA')",0.059,0.99,1.011, Promotion_Last_5_Years:N 
3291,N_P,"('insufficient_LE', '3_T', 'standard_H', 'N_WA')",0.096,0.989,1.011, Promotion_Last_5_Years:N 
4692,N_P,"('4_NP', 'low_S', 'intensive_H', 'N_L')",0.061,0.989,1.011, Promotion_Last_5_Years:N 
5288,N_P,"('very good_LE', 'low_S', 'N_L')",0.127,0.99,1.011, Promotion_Last_5_Years:N 
4716,N_P,"('4_NP', 'low_S')",0.138,0.99,1.011, Promotion_Last_5_Years:N 
5291,N_P,"('very good_LE', 'low_S', 'N_WA')",0.132,0.989,1.011, Promotion_Last_5_Years:N 
3306,N_P,"('insufficient_LE', '3_T')",0.114,0.99,1.011, Promotion_Last_5_Years:N 
3051,N_P,"('Y_L', '3_T', 'low_S', 'standard_H')",0.062,0.988,1.01, Promotion_Last_5_Years:N 
5656,N_P,"('3_T', 'high_SL', 'low_S')",0.089,0.988,1.01, Promotion_Last_5_Years:N 
5528,N_P,"('medium_SL', 'low_S')",0.184,0.989,1.01, Promotion_Last_5_Years:N 
2361,N_P,"('2_T', '3_NP')",0.083,0.989,1.01, Promotion_Last_5_Years:N 
5413,N_P,"('medium_SL', '3_T', 'standard_H', 'N_WA')",0.146,0.989,1.01, Promotion_Last_5_Years:N 
3263,N_P,"('insufficient_LE', 'medium_SL', 'N_WA')",0.112,0.989,1.01, Promotion_Last_5_Years:N 
3303,N_P,"('insufficient_LE', '3_T', 'N_WA')",0.105,0.989,1.01, Promotion_Last_5_Years:N 
3063,N_P,"('Y_L', '3_T', 'low_S')",0.065,0.989,1.01, Promotion_Last_5_Years:N 
3266,N_P,"('insufficient_LE', 'medium_SL')",0.121,0.989,1.01, Promotion_Last_5_Years:N 
2355,N_P,"('2_T', '3_NP', 'N_L')",0.082,0.989,1.01, Promotion_Last_5_Years:N 
3190,N_P,"('insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_WA')",0.09,0.988,1.01, Promotion_Last_5_Years:N 
3201,N_P,"('insufficient_LE', 'medium_SL', '3_T', 'standard_H')",0.095,0.989,1.01, Promotion_Last_5_Years:N 
5095,N_P,"('very good_LE', 'high_SL', 'low_S', 'intensive_H', 'N_L', 'N_WA')",0.053,0.989,1.01, Promotion_Last_5_Years:N 
3210,N_P,"('insufficient_LE', 'medium_SL', '3_T', 'N_WA')",0.092,0.989,1.01, Promotion_Last_5_Years:N 
5131,N_P,"('very good_LE', 'high_SL', 'low_S', 'N_L', 'N_WA')",0.105,0.988,1.01, Promotion_Last_5_Years:N 
5256,N_P,"('very good_LE', 'low_S', 'standard_H', 'N_L')",0.061,0.988,1.01, Promotion_Last_5_Years:N 
123,N_P,"('5_T',)",0.097,0.988,1.01, Promotion_Last_5_Years:N 
4288,N_P,"('0_D', 'low_S', 'standard_H', 'N_WA')",0.061,0.988,1.01, Promotion_Last_5_Years:N 
4602,N_P,"('4_NP', 'high_SL', 'low_S', 'N_WA')",0.072,0.989,1.01, Promotion_Last_5_Years:N 
27,N_P,"('6_NP', 'insufficient_LE', 'intensive_H')",0.051,0.988,1.01, Promotion_Last_5_Years:N 
4183,N_P,"('0_D', '3_T', 'low_S')",0.059,0.989,1.01, Promotion_Last_5_Years:N 
4688,N_P,"('4_NP', 'low_S', 'standard_H', 'N_WA')",0.052,0.988,1.01, Promotion_Last_5_Years:N 
4691,N_P,"('4_NP', 'low_S', 'standard_H')",0.062,0.988,1.01, Promotion_Last_5_Years:N 
5283,N_P,"('very good_LE', 'low_S', 'N_L', 'N_WA')",0.105,0.988,1.01, Promotion_Last_5_Years:N 
5263,N_P,"('very good_LE', 'low_S', 'intensive_H', 'N_L', 'N_WA')",0.053,0.989,1.01, Promotion_Last_5_Years:N 
2155,N_P,"('1_D', 'intensive_H', 'N_L', 'N_WA')",0.054,0.989,1.01, Promotion_Last_5_Years:N 
5492,N_P,"('medium_SL', 'low_S', 'standard_H', 'N_L')",0.065,0.989,1.01, Promotion_Last_5_Years:N 
2171,N_P,"('1_D', 'N_L', 'N_WA')",0.11,0.988,1.01, Promotion_Last_5_Years:N 
5422,N_P,"('medium_SL', '3_T', 'standard_H')",0.162,0.988,1.01, Promotion_Last_5_Years:N 
5076,N_P,"('very good_LE', 'high_SL', 'low_S', 'standard_H', 'N_L')",0.061,0.988,1.01, Promotion_Last_5_Years:N 
2074,N_P,"('4_T', 'N_WA')",0.148,0.988,1.01, Promotion_Last_5_Years:N 
410,N_P,"('low_SL', 'N_WA')",0.119,0.988,1.01, Promotion_Last_5_Years:N 
5487,N_P,"('medium_SL', 'low_S', 'standard_H', 'N_L', 'N_WA')",0.053,0.989,1.01, Promotion_Last_5_Years:N 
370,N_P,"('low_SL', 'insufficient_LE', 'N_WA')",0.119,0.988,1.01, Promotion_Last_5_Years:N 
2082,N_P,"('1_D', 'very good_LE', 'high_SL')",0.058,0.988,1.009, Promotion_Last_5_Years:N 
5067,N_P,"('very good_LE', 'high_SL', 'low_S', 'standard_H', 'N_L', 'N_WA')",0.052,0.987,1.009, Promotion_Last_5_Years:N 
2139,N_P,"('1_D', 'standard_H', 'N_L', 'N_WA')",0.056,0.987,1.009, Promotion_Last_5_Years:N 
3258,N_P,"('insufficient_LE', 'medium_SL', 'standard_H')",0.111,0.988,1.009, Promotion_Last_5_Years:N 
3251,N_P,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_WA')",0.103,0.988,1.009, Promotion_Last_5_Years:N 
32,N_P,"('6_NP', 'insufficient_LE', 'N_WA')",0.054,0.988,1.009, Promotion_Last_5_Years:N 
463,N_P,"('2_D', 'medium_S', 'N_L')",0.052,0.987,1.009, Promotion_Last_5_Years:N 
2146,N_P,"('1_D', 'standard_H', 'N_L')",0.069,0.988,1.009, Promotion_Last_5_Years:N 
24,N_P,"('6_NP', 'low_SL')",0.056,0.987,1.009, Promotion_Last_5_Years:N 
466,N_P,"('2_D', 'medium_S', 'N_WA')",0.053,0.988,1.009, Promotion_Last_5_Years:N 
14,N_P,"('6_NP', 'low_SL', 'insufficient_LE')",0.056,0.987,1.009, Promotion_Last_5_Years:N 
2088,N_P,"('1_D', 'very good_LE')",0.058,0.988,1.009, Promotion_Last_5_Years:N 
650,N_P,"('sufficient_LE', '3_T', 'N_WA')",0.062,0.987,1.009, Promotion_Last_5_Years:N 
2099,N_P,"('1_D', '3_T')",0.076,0.987,1.009, Promotion_Last_5_Years:N 
4894,N_P,"('very good_LE', '3_T', 'low_S', 'N_L')",0.059,0.988,1.009, Promotion_Last_5_Years:N 
48,N_P,"('6_NP', 'N_WA')",0.068,0.988,1.009, Promotion_Last_5_Years:N 
5522,N_P,"('medium_SL', 'low_S', 'N_L')",0.118,0.987,1.009, Promotion_Last_5_Years:N 
5251,N_P,"('very good_LE', 'low_S', 'standard_H', 'N_L', 'N_WA')",0.052,0.987,1.009, Promotion_Last_5_Years:N 
5937,N_P,"('high_SL', 'low_S', 'standard_H', 'N_WA')",0.079,0.987,1.009, Promotion_Last_5_Years:N 
2183,N_P,"('5_NP', 'good_LE')",0.053,0.988,1.009, Promotion_Last_5_Years:N 
5940,N_P,"('high_SL', 'low_S', 'standard_H')",0.094,0.987,1.009, Promotion_Last_5_Years:N 
4781,N_P,"('very good_LE', '3_T', 'high_SL', 'low_S', 'N_L')",0.059,0.988,1.009, Promotion_Last_5_Years:N 
2176,N_P,"('1_D', 'N_L')",0.133,0.988,1.009, Promotion_Last_5_Years:N 
413,N_P,"('low_SL',)",0.135,0.988,1.009, Promotion_Last_5_Years:N 
536,N_P,"('sufficient_LE', 'medium_SL', '3_T', 'N_WA')",0.062,0.987,1.009, Promotion_Last_5_Years:N 
2063,N_P,"('4_T', 'intensive_H')",0.11,0.987,1.009, Promotion_Last_5_Years:N 
377,N_P,"('low_SL', 'insufficient_LE')",0.135,0.988,1.009, Promotion_Last_5_Years:N 
2160,N_P,"('1_D', 'intensive_H', 'N_L')",0.064,0.988,1.009, Promotion_Last_5_Years:N 
5653,N_P,"('3_T', 'high_SL', 'low_S', 'N_WA')",0.075,0.988,1.009, Promotion_Last_5_Years:N 
5339,N_P,"('medium_SL', '3_T', 'medium_S', 'standard_H', 'N_WA')",0.057,0.986,1.008, Promotion_Last_5_Years:N 
2122,N_P,"('1_D', 'high_SL')",0.086,0.986,1.008, Promotion_Last_5_Years:N 
2358,N_P,"('2_T', '3_NP', 'N_WA')",0.068,0.987,1.008, Promotion_Last_5_Years:N 
1937,N_P,"('2_NP', 'standard_H')",0.134,0.986,1.008, Promotion_Last_5_Years:N 
5348,N_P,"('medium_SL', '3_T', 'medium_S', 'standard_H')",0.064,0.987,1.008, Promotion_Last_5_Years:N 
2077,N_P,"('4_T',)",0.168,0.986,1.008, Promotion_Last_5_Years:N 
2106,N_P,"('1_D', 'medium_S')",0.075,0.987,1.008, Promotion_Last_5_Years:N 
2350,N_P,"('2_T', '3_NP', 'N_L', 'N_WA')",0.068,0.986,1.008, Promotion_Last_5_Years:N 
2078,N_P,"('1_D', '4_NP')",0.052,0.986,1.008, Promotion_Last_5_Years:N 
2096,N_P,"('1_D', '3_T', 'N_WA')",0.065,0.987,1.008, Promotion_Last_5_Years:N 
3439,N_P,"('good_LE', 'medium_SL', 'N_WA')",0.086,0.987,1.008, Promotion_Last_5_Years:N 
4014,N_P,"('3_NP', 'low_S', 'standard_H')",0.063,0.986,1.008, Promotion_Last_5_Years:N 
4174,N_P,"('0_D', 'medium_SL', 'N_WA')",0.089,0.987,1.008, Promotion_Last_5_Years:N 
4004,N_P,"('3_NP', 'low_S', 'standard_H', 'N_L')",0.062,0.986,1.008, Promotion_Last_5_Years:N 
469,N_P,"('2_D', 'medium_S')",0.062,0.986,1.008, Promotion_Last_5_Years:N 
